"amenity","name","latitude","longitude","ogc id","OSM way id"
"","",27.68244545,85.33332200000001,1.0,""
"","",27.614677399999998,85.5272698,2.0,""
"","",27.6665426,85.42781035,3.0,""
"school","St. Mary's School",27.675430249999998,85.31128855,4.0,"52768161"
"school","The British School",27.6821059,85.3117314,5.0,"53017598"
"college","St. Xavier's College",27.693249549999997,85.32113905,6.0,"84035026"
"university","TU Controller of Examinations",27.6841334,85.29527465000001,7.0,"84035028"
"school","TeenDhara Pathshala",27.7096004,85.3175324,8.0,"112654802"
"college","Manipal College of Medical Sciences",28.23602055,83.99740605,9.0,"120510898"
"college","",28.23659505,83.99618699999999,10.0,"120510899"
"college","Mount Annapurna Campus",28.2343402,83.9960356,11.0,"120511075"
"school","St. Marys High School",28.19455155,83.9929149,12.0,"120634190"
"school","SOS Children's Village",28.2013979,83.98864815,13.0,"120634571"
"school","",28.19453345,83.9926396,14.0,"120634612"
"school","SOS Hermann Gmeiner Higher Secondary School",28.200416349999998,83.98719475,15.0,"120634629"
"university","Institute of Forestry",28.1874263,83.99285165,16.0,"120634903"
"college","Little Step International Academy",28.21023185,83.97564940000001,17.0,"120725677"
"school","Motherland Higher Secondary School",28.21159375,83.97216935,18.0,"120726355"
"school","Shining Star Secondary Boarding School",28.2130492,83.9636486,19.0,"120726472"
"school","Shree Tal Barahi Higher Secondary School",28.21127905,83.96233004999999,20.0,"120726795"
"school","Ekata Community School",28.2241146,83.9805567,21.0,"120727537"
"school","Nilgiri Boarding School",28.225028899999998,83.98428150000001,22.0,"120727810"
"school","Kumudini Homes",28.22717665,83.98832525,23.0,"120727811"
"school","Balmandir School",28.233492249999998,83.9906885,24.0,"120728061"
"university","Prithivi Narayan Campus",28.24004035,83.9912617,25.0,"120728618"
"school","Gorkha English Boarding School",28.250545799999998,83.98447535,26.0,"120748079"
"school","Tarapunja school",28.235789699999998,83.9872107,27.0,"120748081"
"college","Manipal college of medical sciences",28.2514787,83.98677465,28.0,"120748085"
"school","Kantipur English Secondary Boarding School",28.231531250000003,83.98604345,29.0,"120748086"
"school","Motherland School",28.221459000000003,83.97720025,30.0,"120749459"
"school","Barahi Madhyamik Vidhyalaya",28.2181456,83.9759728,31.0,"120749462"
"school","Indra Rajya Laxmi Secondary School",28.2615927,83.97347020000001,32.0,"120780607"
"college","Olympia World College / Milton International College",27.6872291,85.3274005,33.0,"124300987"
"college","Campion College",27.68685375,85.31238585,34.0,"124480163"
"college","Classic College International",27.702455649999997,85.34924430000001,35.0,"125637523"
"school","GEMS",27.64281715,85.3263196,36.0,"126174335"
"school","Lincoln School",27.69397,85.2938029,37.0,"126322078"
"school","St. Xavier's School",27.67457365,85.31281245,38.0,"134726860"
"school","Adarsha Lower Secondary School",27.7136395,85.3314493,39.0,"135739030"
"school","Kent Public School",27.71986115,85.5231502,40.0,"135766302"
"school","Shree Baluwa Secondary School",27.72398415,85.54218639999999,41.0,"135766304"
"school","Shree Janakalyan Lower Secondary School",27.73209475,85.530078,42.0,"135766305"
"school","Shree Janasewa Primary School",27.712620200000003,85.53366249999999,43.0,"135956140"
"college","Public Youth Campus",27.7130606,85.30723875,44.0,"136485908"
"college","Acme Engineering College",27.7082492,85.28438080000001,45.0,"136487938"
"school","Shree Yadav Secondary School",26.764459549999998,86.02100095,46.0,"136508397"
"school","Madhayamik High School",26.7604921,85.99607945,47.0,"136513050"
"school","Primary School",26.773290600000003,86.00059185,48.0,"136513052"
"school","Primary School",26.761040100000002,85.9884014,49.0,"136513055"
"school","Primary School",26.77994705,85.99471565,50.0,"136513056"
"school","Setidevi Primary School",27.69723975,85.5334454,51.0,"136601967"
"school","Kumudini Hostel",28.2266811,83.99138554999999,52.0,"152604549"
"college","Nursing College",28.2130679,84.00128409999999,53.0,"152606166"
"school","Amarsingh HSS",28.208001000000003,84.0014165,54.0,"152606167"
"school","Bhaskar School",28.227500149999997,83.99679560000001,55.0,"152607030"
"school","Jan Jivan Ma Vi",27.4369841,84.38654410000001,56.0,"153036180"
"school","Everest School",27.67660115,85.42450345,57.0,"163260466"
"school","Madan Smarak Higher Secondary School",27.6765526,85.31825380000001,58.0,"163689798"
"school","Glacier International Higher Secondary School",27.688057800000003,85.34554265,59.0,"168839124"
"school","Jaljala Shishu Sadan Secondary School",27.7086967,85.30526710000001,60.0,"169078006"
"school","Nava Adarsha Secondary School",27.703581,85.30674495,61.0,"169429526"
"university","",26.73261075,86.4749915,62.0,"170015111"
"college","DAV College",27.6749584,85.3093648,63.0,"170430563"
"school","DAV Sushil Kedia Vishwa Bharati School",27.674241000000002,85.30865635,64.0,"170430565"
"school","Manjushree English Medium High School",27.6749793,85.30836744999999,100.0,"178915316"
"school","Adarsha Janapremi Higher Secondary School",27.67533555,85.36508785,65.0,"171382518"
"school","SOS Herman Gmeienr School",27.6838348,85.3712168,66.0,"171495941"
"school","LMTC training block",27.6195256,85.5414902,67.0,"172099678"
"college","Pharmacy block",27.6188955,85.53804405,68.0,"172106984"
"college","Civil and Geomatics Engineering",27.61931055,85.5380389,69.0,"172107221"
"school","Aazad School",27.6354781,85.52273,70.0,"172477725"
"school","Baylor Academy",27.6274513,85.52557784999999,71.0,"172477733"
"school","Bhakteshor School",27.62591835,85.53178605,72.0,"172477735"
"college","Kavre Campus",27.6289582,85.53400545,73.0,"172477786"
"school","SOS Herman Village School",27.6153841,85.5269638,74.0,"172477830"
"school","Shree Bhaisnavi Secondary School",27.67243785,85.2839151,75.0,"172774282"
"school","Cosmic International Academy",27.6748948,85.34535819999999,76.0,"172953244"
"school","SOS koteshwor",27.67618025,85.3443307,77.0,"172954057"
"school","Shree Chanda Devi Primary and Secondary School",27.86214415,85.18114650000001,78.0,"175444703"
"school","",27.8623821,85.18063810000001,79.0,"175444704"
"school","Ram Janaki Primary School",27.85330935,85.1904344,80.0,"176426598"
"school","Shree Shakti Primary and High Secondary School",27.867572799999998,85.1944966,81.0,"176427532"
"college","Yeti Health Science Academy",27.73555435,85.32815395,82.0,"176926682"
"school","Shree Sanchetana Primary School",27.6748918,85.30550554999999,101.0,"178915320"
"school","Kasthamandap Vidhayalaya",27.73551775,85.34730525,83.0,"177098888"
"school","NIBS School",27.73684175,85.34853855,84.0,"177098890"
"school","Ideal Model School",27.6771137,85.30834709999999,85.0,"177582762"
"school","Laboratory Higher SecondarySchool",27.677675800000003,85.29500605,86.0,"177616021"
"school","Indian Modern High School",27.6673099,85.2960434,87.0,"177618128"
"school","Pushpa Sadan Boarding School",27.67461475,85.27397065,88.0,"177618132"
"school","Malpi International College",27.7239357,85.32799915,89.0,"177789379"
"school","Future Star School",27.67251945,85.31500249999999,90.0,"177949335"
"college","Camad College",27.73027405,85.34773825,91.0,"178414856"
"school","",27.73663965,85.34951955,92.0,"178606435"
"school","Lumbini Beginner's Academy",27.73455725,85.3459247,93.0,"178772718"
"kindergarten","Paradise Montessori",27.734250449999998,85.345718,94.0,"178772719"
"school","Edmund English School",27.733095300000002,85.3451502,95.0,"178772801"
"school","Rhododendron International Higher Secondary Boarding School",27.689601500000002,85.239008,96.0,"178782986"
"school","Prabhat Higher Secondary School",27.688900349999997,85.2262688,97.0,"178791628"
"school","Malpi Primary School",27.7170862,85.32685155,98.0,"178914637"
"school","Herald International School",27.679416250000003,85.3225199,99.0,"178915271"
"school","Ni Ma Vi Kamalpur",27.69118475,84.52009545,2756.0,"338444296"
"school","Bhaktapur NIST School",27.6785944,85.36199835,102.0,"178915839"
"school","Om Gyan Mandir School",27.67521,85.35986695,103.0,"178915842"
"college","Acer International College",27.6744323,85.3608661,104.0,"178915843"
"school","Little Stars Academy",27.6873232,85.24904485,105.0,"178966697"
"school","Hindu Vidyapeeth - Nepal",27.67124955,85.33783565,106.0,"179078560"
"kindergarten","Mickey's International PreSchool",27.6786465,85.311899,107.0,"179088933"
"school","Matribhumi School",27.68122655,85.36673085000001,108.0,"179092028"
"school","Basu Higher Secondary School",27.67834495,85.42919795,109.0,"179092928"
"college","bhaktapur multiple campus",27.6693593,85.42097965,110.0,"179096424"
"kindergarten","Kids' Merryland School",27.683932650000003,85.32535025,111.0,"179100528"
"college","SANN International College",27.720343749999998,85.32796845,112.0,"179464516"
